date,open,close,high,low,change_pct,volume,turnover_rate,pe,pb
2020-06-29,3.4153,4.0948,4.0948,3.4153,44.0252,512580,0.3804,12.4631,1.6138
2020-06-30,4.506,4.506,4.506,4.506,10.0437,146772,0.1089,13.7148,1.6641
2020-07-01,4.9531,4.9531,4.9531,4.9531,9.9206,175193,0.13,15.0754,1.8292
2020-07-02,5.4448,5.4448,5.4448,5.4448,9.9278,209227,0.1553,16.5721,2.0108
2020-07-03,5.9902,5.9902,5.9902,5.9902,10.0164,359153,0.2665,18.232,2.2123
2020-07-06,6.5892,6.5892,6.5892,6.5892,10.0,783192,0.5812,20.0552,2.4335
2020-07-07,7.2508,7.2508,7.2508,7.2508,10.0407,628102,0.4661,22.0689,2.6778
2020-07-08,7.975,7.975,7.975,7.975,9.9877,430334,0.3194,24.2731,2.9453
2020-07-09,8.7707,8.7707,8.7707,8.7707,9.9776,377355,0.28,26.6949,3.2391
2020-07-10,9.6469,9.6469,9.6469,9.6469,9.9898,709611,0.5266,29.3617,3.5627
2020-07-13,10.6124,10.6124,10.6124,10.6124,10.0093,700497,0.5198,32.3006,3.9193
2020-07-14,11.6764,11.6764,11.6764,11.6764,10.0253,765713,0.5682,35.5388,4.3122
2020-07-15,12.8476,12.8476,12.8476,11.2472,10.0306,99817675,74.0762,39.1036,4.7448
2020-07-16,12.177,11.5601,12.177,11.5601,-10.0209,42018851,31.1828,35.1851,4.2693
2020-07-17,10.4694,10.4068,10.9164,10.4068,-9.9768,49106002,36.4423,31.6747,3.8434
2020-07-20,10.2369,10.5677,10.6035,10.1207,1.5464,33279677,24.6973,32.1645,3.9028
2020-07-21,10.4247,10.085,10.4515,9.8614,-4.5685,33332289,24.7364,30.6951,3.7245
2020-07-22,9.9419,10.6482,10.979,9.7542,5.5851,45617458,33.8534,32.4095,3.9325
2020-07-23,10.3442,10.3174,10.532,10.1475,-3.1066,28117737,20.8666,31.4026,3.8104
2020-07-24,10.2459,9.9598,10.684,9.933,-3.4662,26308141,19.5237,30.3141,3.6783
2020-07-27,9.924,9.4055,10.1744,9.2356,-5.5655,23744638,17.6213,28.627,3.4736
2020-07-28,9.4144,9.7452,9.9151,9.3161,3.6122,19909976,14.7755,29.661,3.599
2020-07-29,9.6558,9.8525,9.8972,9.477,1.1009,19270088,14.3006,29.9876,3.6387
2020-07-30,9.8793,10.7466,10.836,9.7005,9.0744,44447032,32.9848,32.7088,3.9688
2020-07-31,10.4247,10.4873,10.7197,10.3532,-2.4126,33080559,24.5496,31.9196,3.8731
2020-08-03,10.5767,10.5499,10.7019,10.2906,0.5968,26527412,19.6864,32.1101,3.8962
2020-08-04,10.4873,10.7913,11.0684,10.4247,2.2881,32644762,24.2262,32.8448,3.9854
2020-08-05,10.5052,10.1118,10.532,9.7095,-6.2966,28002236,20.7809,30.7767,3.7344
2020-08-06,9.9866,9.8346,10.2191,9.7452,-2.7409,19024347,14.1183,29.9332,3.6321
2020-08-07,9.7452,9.4859,9.7631,9.3876,-3.5455,16782606,12.4546,28.8719,3.5033
2020-08-10,9.3965,9.8078,9.9598,9.3965,3.393,14211300,10.5464,29.8515,3.6221
2020-08-11,9.8346,9.4859,9.9508,9.4591,-3.2817,14138677,10.4925,28.8719,3.5033
2020-08-12,9.4412,9.2535,9.5306,9.0568,-2.4505,12721321,9.4407,28.1644,3.4174
2020-08-13,9.2714,9.2803,9.4323,9.2267,0.2899,7146473,5.3035,28.246,3.4273
2020-08-14,9.2803,9.2803,9.2982,9.0836,0.0,7265221,5.3916,28.246,3.4273
2020-08-17,9.2803,9.5485,9.6022,9.1909,2.8902,10249008,7.6059,29.0624,3.5264
2020-08-18,9.477,9.5217,9.6022,9.3876,-0.2809,9706664,7.2035,28.9807,3.5165
2020-08-19,9.4681,9.6647,10.0581,9.2535,1.5023,19384207,14.3853,29.4161,3.5693
2020-08-20,9.477,9.3071,9.4949,9.2803,-3.7003,11516662,8.5467,28.3277,3.4372
2020-08-21,9.3429,9.2535,9.477,9.2267,-0.5764,6580692,4.8836,28.1644,3.4174
2020-08-24,9.2624,9.182,9.325,9.0479,-0.7729,6949599,5.1574,27.9467,3.391
2020-08-25,9.1909,9.1998,9.3071,9.1373,0.1947,5631894,4.1795,28.0011,3.3976
