date,open,close,high,low,change_pct,volume,turnover_rate,pe,pb
2020-09-18,59.8663,56.3137,65.5926,56.2785,33.8629,11553577,74.0559,120.4856,21.6492
2020-09-21,57.5131,59.62,60.4994,57.2634,5.8713,5814525,37.2698,127.5597,22.9203
2020-09-22,61.0481,59.198,61.9064,58.396,-0.708,3609716,23.1375,126.6566,22.7581
2020-09-23,59.0924,60.1055,61.8958,59.0924,1.533,3124156,20.0251,128.5982,23.1069
2020-09-24,58.8146,56.2785,59.3633,56.2785,-6.367,2714088,17.3967,120.4103,21.6357
2020-09-25,55.8564,55.575,57.2212,55.5152,-1.25,1594777,10.2222,118.9052,21.3653
2020-09-28,56.2082,51.938,56.2187,51.5652,-6.5443,1995975,12.7938,111.1237,19.9671
2020-09-29,52.5852,52.0576,53.1128,51.4245,0.2303,724457,4.6436,111.3795,20.013
2020-09-30,52.2335,51.8149,53.1093,50.6577,-0.4662,1610218,10.3211,110.8603,4.1652
2020-10-09,52.7611,52.9757,53.4646,51.9873,2.2402,875737,5.6133,113.3437,4.2585
2020-10-12,54.5198,53.4189,54.657,52.7646,0.8366,1905523,12.214,114.292,4.2941
2020-10-13,53.4224,53.9289,54.8258,53.1551,0.9548,1282008,8.2174,115.3832,4.3351
2020-10-14,53.3415,56.0675,56.8413,53.3415,3.9656,1851007,11.8645,119.9588,4.507
2020-10-15,55.4941,55.1881,56.2785,54.5198,-1.5684,1030530,6.6055,118.0774,4.4363
2020-10-16,54.6605,56.2855,56.982,54.6605,1.9885,1039111,6.6605,120.4254,4.5245
2020-10-19,56.2855,54.1681,57.7945,53.9078,-3.762,1249330,8.0079,115.8949,4.3543
2020-10-20,54.1681,54.9032,55.4097,52.9405,1.3571,659618,4.228,117.4678,4.4134
2020-10-21,55.0369,56.472,57.8613,55.0369,2.8573,1582203,10.1416,120.8242,4.5395
2020-10-22,56.268,56.4051,57.8965,56.268,-0.1183,1250303,8.0142,120.6812,4.5341
2020-10-23,57.3267,57.2282,59.0924,56.2785,1.4592,1539917,9.8705,122.4422,4.6003
2020-10-26,56.9855,57.2001,58.389,56.4614,-0.0492,741299,4.7516,122.382,4.598
2020-10-27,57.1579,58.0196,59.1628,56.384,1.4328,936367,6.0019,124.1355,4.6639
2020-10-28,58.6703,58.3925,61.9064,57.6855,0.6426,1991298,12.7638,124.9332,4.6939
2020-10-29,58.396,61.7199,62.0471,57.8613,5.6985,1759531,11.2782,132.0525,4.9614
2020-10-30,61.5546,61.5581,62.7857,60.4994,-0.2622,1049861,6.7294,131.7063,4.9484
2020-11-02,61.9626,61.8712,63.8409,60.3517,0.5085,1212558,7.7722,132.3761,4.9735
2020-11-03,62.2229,65.7403,66.3594,61.5335,6.2536,1409490,9.0345,140.6543,5.2845
2020-11-04,65.1881,65.5996,65.9795,64.6324,-0.214,609561,3.9072,140.3533,5.2732
2020-11-05,67.1825,64.7766,67.5342,64.052,-1.2547,934505,5.99,138.5923,5.2071
2020-11-06,64.7203,69.9542,70.2708,64.0168,7.993,1518575,9.7337,149.67,5.6233
2020-11-09,69.2929,70.1899,71.8677,68.899,0.3369,938601,6.0162,150.1742,5.6422
2020-11-10,69.9999,76.4016,76.7639,68.2236,8.8499,1262930,8.0951,163.4645,6.1416
2020-11-11,74.9384,73.2746,77.2317,71.8219,-4.0928,968587,6.2084,156.7742,5.8902
2020-11-12,72.849,75.16,78.7372,72.8244,2.573,965329,6.1875,160.808,6.0417
2020-11-13,75.8705,74.0766,76.4895,71.4104,-1.4414,762231,4.8857,158.4901,5.9547
2020-11-16,73.4364,75.5891,75.9056,72.4586,2.0418,669979,4.2944,161.7261,6.0762
2020-11-17,75.5891,71.0446,76.3277,68.6,-6.0121,1048103,6.7181,152.003,5.7109
2020-11-18,69.8205,72.047,75.2268,69.8205,1.411,701725,4.4979,154.1478,5.7915
2020-11-19,73.4294,71.1185,74.4635,70.007,-1.2889,608768,3.9021,152.161,5.7169
2020-11-20,71.3295,71.7305,74.2876,71.0587,0.8606,720031,4.6152,153.4705,5.7661
2020-11-23,71.9661,72.237,72.4551,69.6798,0.7061,532365,3.4123,154.5542,5.8068
2020-11-24,72.3144,71.7516,74.2138,70.7034,-0.672,578751,3.7097,153.5156,5.7678
2020-11-25,71.1536,67.5835,71.7516,66.479,-5.8091,871568,5.5866,144.5977,5.4327
2020-11-26,67.594,68.4698,68.8462,65.9057,1.3115,485811,3.1139,146.4942,5.504
2020-11-27,68.498,68.9095,69.4618,66.1906,0.6421,370054,2.372,147.4349,5.5393
2020-11-30,68.2096,66.479,69.2472,66.479,-3.5271,363536,2.3302,142.2347,5.3439
