date,open,close,high,low,change_pct,volume,turnover_rate,pe,pb
2016-01-04,4.7654,4.3534,4.786,4.3259,-8.5137,20678500,1.4125,32.1008,1.5966
2016-01-05,4.2573,4.374,4.4701,4.2092,0.4732,24562375,1.6778,32.2527,1.6042
2016-01-06,4.3809,4.5319,4.5457,4.3259,3.6107,23284776,1.5905,33.4173,1.6621
2016-01-07,4.477,4.1268,4.477,4.1062,-8.9394,6981200,0.4769,30.43,1.5135
2016-01-08,4.2779,4.2367,4.2985,4.0307,2.6622,26001306,1.7761,31.2401,1.5538
2016-01-11,4.168,3.8933,4.2435,3.859,-8.1037,26107647,1.7833,28.7085,1.4279
2016-01-12,3.9208,3.9414,4.0032,3.8659,1.2346,15002082,1.0247,29.0629,1.4455
2016-01-13,3.9826,3.8247,4.0032,3.8247,-2.9617,16737016,1.1433,28.2022,1.4027
2016-01-14,3.7423,3.9002,3.9345,3.6255,1.9749,21228102,1.45,28.7591,1.4304
2016-01-15,3.8659,3.7011,3.9002,3.653,-5.1056,18426566,1.2587,27.2908,1.3574
2016-01-18,3.6393,3.7079,3.7835,3.5912,0.1855,13510957,0.9229,27.3414,1.3599
2016-01-19,3.7079,3.8453,3.8521,3.6942,3.7037,21351926,1.4585,28.3541,1.4102
2016-01-20,3.8247,3.7766,3.859,3.7423,-1.7857,17335315,1.1841,27.8477,1.3851
2016-01-21,3.7423,3.6667,3.8453,3.6667,-2.9091,18783096,1.283,27.0376,1.3448
2016-01-22,3.7148,3.7148,3.7423,3.6324,1.3109,12904552,0.8815,27.392,1.3624
2016-01-25,3.7423,3.7629,3.7903,3.7285,1.2939,13718201,0.937,27.7465,1.38
2016-01-26,3.7148,3.3989,3.7423,3.3852,-9.6715,28186078,1.9253,25.063,1.2466
2016-01-27,3.4195,3.3577,3.4539,3.1998,-1.2121,22114423,1.5106,24.7592,1.2314
2016-01-28,3.3234,3.2135,3.3989,3.2067,-4.2945,14651030,1.0008,23.6959,1.1786
2016-01-29,3.2273,3.3509,3.3852,3.2067,4.2735,15243688,1.0413,24.7085,1.2289
2016-02-01,3.3509,3.3303,3.3715,3.2822,-0.6148,12102710,0.8267,24.5566,1.2214
2016-02-02,3.3303,3.4127,3.4333,3.3303,2.4742,13538918,0.9248,25.1642,1.2516
2016-02-03,3.3715,3.4058,3.4195,3.3509,-0.2012,11176070,0.7634,25.1136,1.2491
2016-02-04,3.4195,3.4607,3.4676,3.4058,1.6129,16983117,1.1601,25.5187,1.2692
2016-02-05,3.4607,3.3852,3.4676,3.3783,-2.1825,15110759,1.0322,24.9617,1.2415
2016-02-15,3.2822,3.344,3.3715,3.2822,-1.217,10570690,0.7221,24.6579,1.2264
2016-02-16,3.3783,3.4951,3.4951,3.3715,4.5175,18287964,1.2492,25.7718,1.2818
2016-02-17,3.4676,3.5225,3.5225,3.4676,0.7859,21845025,1.4922,25.9743,1.2919
2016-02-18,3.5569,3.5431,3.5912,3.5225,0.5848,21601062,1.4755,26.1262,1.2994
2016-02-19,3.5225,3.55,3.5775,3.5088,0.1938,12808831,0.8749,26.1769,1.302
2016-02-22,3.5843,3.7217,3.7217,3.5637,4.8356,30806544,2.1043,27.4427,1.3649
2016-02-23,3.7903,3.8315,3.9414,3.7491,2.952,55862356,3.8158,28.2528,1.4052
2016-02-24,3.7423,3.7972,3.8178,3.7079,-0.8961,28567183,1.9513,27.9996,1.3926
2016-02-25,3.7629,3.4333,3.7972,3.4195,-9.5841,35068874,2.3954,25.3161,1.2591
2016-02-26,3.5019,3.5088,3.5363,3.4264,2.2,18414612,1.2578,25.8731,1.2868
2016-02-29,3.5019,3.3852,3.5088,3.3028,-3.5225,21688417,1.4815,24.9617,1.2415
2016-03-01,3.4058,3.4813,3.4951,3.3646,2.8398,15087450,1.0306,25.6706,1.2768
2016-03-02,3.5019,3.6736,3.6873,3.4951,5.5227,26498651,1.81,27.0883,1.3473
2016-03-03,3.7217,3.7217,3.7903,3.6805,1.3084,36452415,2.49,27.4427,1.3649
2016-03-04,3.7354,3.6187,3.7354,3.5569,-2.7675,27480586,1.8771,26.6832,1.3271
2016-03-07,3.6667,3.7079,3.7354,3.653,2.4668,18971047,1.2959,27.3414,1.3599
2016-03-08,3.7011,3.7011,3.7011,3.5637,-0.1852,20523086,1.4019,27.2908,1.3574
2016-03-09,3.6393,3.5843,3.6667,3.5569,-3.154,16862195,1.1518,26.43,1.3145
2016-03-10,3.5912,3.5363,3.6324,3.5294,-1.341,11964690,0.8173,26.0756,1.2969
2016-03-11,3.5294,3.5157,3.5431,3.4539,-0.5825,11598758,0.7923,25.9237,1.2894
2016-03-14,3.5569,3.6324,3.6667,3.5431,3.3203,18271244,1.2481,26.7845,1.3322
2016-03-15,3.6118,3.5843,3.6324,3.5569,-1.3233,11979064,0.8183,26.43,1.3145
2016-03-16,3.6049,3.5569,3.6187,3.5363,-0.7663,12990961,0.8874,26.2275,1.3045
2016-03-17,3.5706,3.653,3.6942,3.5637,2.7027,22291452,1.5227,26.9364,1.3397
2016-03-18,3.6599,3.7423,3.7491,3.6461,2.4436,31140209,2.1271,27.5946,1.3725
2016-03-21,3.7491,3.8041,3.8041,3.7423,1.6514,36163490,2.4702,28.0503,1.3951
2016-03-22,3.7766,3.7491,3.7903,3.7423,-1.444,22498901,1.5368,27.6452,1.375
2016-03-23,3.7285,3.7697,3.7835,3.7285,0.5494,19765672,1.3501,27.7971,1.3825
2016-03-24,3.7491,3.7011,3.756,3.6942,-1.8215,22663769,1.5481,27.2908,1.3574
2016-03-25,3.7011,3.7217,3.7354,3.6873,0.5566,13309614,0.9091,27.4427,1.3649
2016-03-28,3.7354,3.7148,3.7835,3.7011,-0.1845,21638209,1.478,27.392,1.3624
2016-03-29,3.7148,3.6255,3.7217,3.6118,-2.403,16222097,1.1081,26.7338,1.3297
2016-03-30,3.6599,3.7354,3.7491,3.6461,3.0303,17917234,1.2239,27.5439,1.37
2016-03-31,3.7491,3.756,3.7629,3.7217,0.5515,17991405,1.2289,27.6958,1.3733
2016-04-01,3.7354,3.7491,3.7697,3.6667,-0.1828,17422188,1.1901,27.6452,1.3708
2016-04-05,3.7491,3.8178,3.8315,3.7285,1.8315,23737815,1.6215,28.1515,1.3959
2016-04-06,3.8109,3.8178,3.8659,3.7835,0.0,22463436,1.5344,28.1515,1.3959
2016-04-07,3.8453,3.7835,3.8727,3.7835,-0.8993,24374785,1.665,27.8984,1.3833
2016-04-08,3.7697,3.7354,3.7835,3.6873,-1.2704,17116803,1.1692,27.5439,1.3657
2016-04-11,3.7629,3.8178,3.8315,3.7629,2.2059,21782160,1.4879,28.1515,1.3959
2016-04-12,3.8178,3.7629,3.8247,3.7285,-1.4388,16632179,1.1361,27.7465,1.3758
2016-04-13,3.7766,3.859,3.9002,3.7766,2.5547,38946182,2.6603,28.4553,1.4109
2016-04-14,3.859,3.8933,3.9071,3.8453,0.8897,23817874,1.6269,28.7085,1.4235
2016-04-15,3.8247,3.8041,3.859,3.7903,-2.2928,36488197,2.4924,28.0503,1.3909
2016-04-18,3.7835,3.7491,3.7835,3.7217,-1.444,19046201,1.301,27.6452,1.3708
2016-04-19,3.756,3.756,3.7835,3.7354,0.1831,13200004,0.9017,27.6958,1.3733
2016-04-20,3.7629,3.5157,3.7766,3.4333,-6.3985,32668662,2.2315,25.9237,1.2854
2016-04-21,3.5088,3.5019,3.5637,3.4882,-0.3906,14897155,1.0176,25.8224,1.2804
2016-04-22,3.4882,3.5225,3.5294,3.4676,0.5882,9618605,0.657,25.9743,1.2879
2016-04-25,3.5225,3.5019,3.5294,3.447,-0.5848,10797569,0.7375,25.8224,1.2804
2016-04-26,3.4951,3.5225,3.5225,3.4676,0.5882,15172428,1.0364,25.9743,1.2879
2016-04-27,3.5225,3.5019,3.55,3.4951,-0.5848,12053595,0.8233,25.8224,1.2804
2016-04-28,3.5019,3.447,3.5225,3.4058,-1.5686,14923545,1.0194,25.4174,1.2603
2016-04-29,3.4333,3.4539,3.5019,3.4195,0.1992,9248311,0.6317,25.468,1.2628
2016-05-03,3.4676,3.5294,3.5294,3.4333,2.1869,17094058,1.1676,26.025,1.2904
2016-05-04,3.5088,3.5225,3.5431,3.4951,-0.1945,12649636,0.8641,25.9743,1.2879
2016-05-05,3.5019,3.5225,3.5294,3.4882,0.0,10197638,0.6966,25.9743,1.2879
2016-05-06,3.5294,3.3921,3.5363,3.3783,-3.7037,20824871,1.4225,25.0123,1.2402
2016-05-09,3.3852,3.2822,3.3921,3.2616,-3.2389,15785758,1.0783,24.2022,1.2
2016-05-10,3.2891,3.2822,3.3028,3.2616,0.0,7516557,0.5134,24.2022,1.2
2016-05-11,3.3028,3.2685,3.3097,3.2547,-0.4184,9209428,0.6291,24.101,1.195
2016-05-12,3.2341,3.2135,3.241,3.1723,-1.6807,17313072,1.1826,23.6959,1.1749
2016-05-13,3.1998,3.1655,3.2204,3.1449,-1.4957,17678911,1.2076,23.3415,1.1574
2016-05-16,3.1586,3.1929,3.1998,3.138,0.8677,13673082,0.934,23.544,1.1674
2016-05-17,3.1929,3.1929,3.2067,3.1655,0.0,10269390,0.7015,23.544,1.1674
2016-05-18,3.1723,3.0419,3.1792,3.0076,-4.7312,24722615,1.6887,22.4301,1.1122
2016-05-19,3.0419,3.035,3.0968,3.0282,-0.2257,17450696,1.192,22.3795,1.1097
2016-05-20,3.0076,3.0488,3.0488,2.9938,0.4525,11691955,0.7986,22.4807,1.1147
2016-05-23,3.0419,3.0762,3.09,3.0419,0.9009,12071310,0.8246,22.6832,1.1247
2016-05-24,3.0762,3.0556,3.0762,3.0213,-0.6696,10936621,0.747,22.5314,1.1172
2016-05-25,3.0762,3.0488,3.0831,3.0419,-0.2247,8566858,0.5852,22.4807,1.1147
2016-05-26,3.0556,3.0625,3.0694,2.9938,0.4505,11305651,0.7723,22.582,1.1197
2016-05-27,3.0488,3.0625,3.0694,3.035,0.0,9614725,0.6568,22.582,1.1197
2016-05-30,3.0556,3.0488,3.0694,3.0144,-0.4484,10220861,0.6982,22.4807,1.1147
2016-05-31,3.0556,3.1723,3.1792,3.0488,4.054,23124967,1.5796,23.3921,1.1599
2016-06-01,3.1586,3.1518,3.1792,3.138,-0.6493,17818781,1.2171,23.2402,1.1523
2016-06-02,3.1518,3.1655,3.1655,3.138,0.4357,11674066,0.7974,23.3415,1.1574
2016-06-03,3.1655,3.1655,3.1792,3.138,0.0,15239765,1.041,23.3415,1.1574
2016-06-06,3.1655,3.1655,3.1792,3.1518,0.0,13828278,0.9446,23.3415,1.1574
2016-06-07,3.1723,3.1586,3.1792,3.138,-0.2169,9138930,0.6243,23.2908,1.1549
2016-06-08,3.1586,3.1312,3.1586,3.1106,-0.8696,9588245,0.6549,23.0883,1.1448
2016-06-13,3.09,3.0007,3.0968,3.0007,-4.1667,16779329,1.1461,22.1263,1.0971
2016-06-14,2.9938,2.987,3.0144,2.9664,-0.4577,12438039,0.8496,22.025,1.0921
2016-06-15,2.9732,3.0625,3.0831,2.9595,2.5287,18455649,1.2606,22.582,1.1197
2016-06-16,3.0556,3.0076,3.0625,3.0076,-1.7937,11642144,0.7952,22.1769,1.0996
2016-06-17,3.0144,3.0488,3.0762,3.0076,1.3699,13979951,0.9549,22.4807,1.1147
2016-06-20,3.0488,3.0625,3.0625,3.0076,0.4505,12246143,0.8365,22.582,1.1197
2016-06-21,3.0762,3.035,3.09,3.0282,-0.8969,13614388,0.93,22.3795,1.1097
2016-06-22,3.0213,3.0625,3.0625,3.0144,0.905,9542270,0.6518,22.582,1.1197
2016-06-23,3.0556,3.0488,3.0694,3.0282,-0.4484,8236401,0.5626,22.4807,1.1147
2016-06-24,3.0488,2.9938,3.0694,2.9664,-1.8018,17181316,1.1736,22.0757,1.0946
2016-06-27,2.9801,3.0419,3.0488,2.9801,1.6055,11057109,0.7553,22.4301,1.1122
2016-06-28,3.0213,3.0694,3.0762,3.0213,0.9029,12806998,0.8748,22.6326,1.1222
2016-06-29,3.0762,3.0831,3.0968,3.0625,0.4474,14262913,0.9743,22.7339,1.1272
2016-06-30,3.0831,3.1037,3.1106,3.0625,0.6682,17555872,1.1992,22.8858,1.1088
2016-07-01,3.1037,3.09,3.1174,3.0831,-0.4425,11627963,0.7943,22.7845,1.1039
2016-07-04,3.0831,3.1449,3.1586,3.0762,1.7778,18808769,1.2848,23.1896,1.1235
2016-07-05,3.1449,3.1998,3.2067,3.1312,1.7467,23245543,1.5878,23.5946,1.1431
2016-07-06,3.1792,3.1861,3.1998,3.1655,-0.4292,17000437,1.1612,23.4934,1.1382
2016-07-07,3.1861,3.1792,3.2067,3.1518,-0.2155,18214873,1.2442,23.4427,1.1358
2016-07-08,3.1723,3.1655,3.1861,3.1518,-0.432,11079023,0.7568,23.3415,1.1309
2016-07-11,3.1723,3.1792,3.2067,3.1723,0.4338,16632341,1.1361,23.4427,1.1358
2016-07-12,3.1723,3.2341,3.241,3.1586,1.7279,22044762,1.5058,23.8478,1.1554
2016-07-13,3.241,3.2616,3.2753,3.2273,0.8493,18075208,1.2347,24.0503,1.1652
2016-07-14,3.2547,3.2685,3.2822,3.241,0.2105,14345389,0.9799,24.101,1.1677
2016-07-15,3.2685,3.2479,3.2753,3.241,-0.6303,10364864,0.708,23.9491,1.1603
2016-07-18,3.2479,3.2204,3.2479,3.2135,-0.8457,10462360,0.7147,23.7465,1.1505
2016-07-19,3.2204,3.241,3.2479,3.2067,0.6397,8980153,0.6134,23.8984,1.1578
2016-07-20,3.241,3.2273,3.2753,3.2204,-0.4237,14894160,1.0174,23.7972,1.1529
2016-07-21,3.2204,3.2273,3.2547,3.2204,0.0,9322607,0.6368,23.7972,1.1529
2016-07-22,3.2273,3.1929,3.2341,3.1861,-1.0638,10168021,0.6945,23.544,1.1407
2016-07-25,3.1998,3.1998,3.2204,3.1861,0.215,9798978,0.6693,23.5946,1.1431
2016-07-26,3.1998,3.241,3.241,3.1861,1.2876,11576070,0.7907,23.8984,1.1578
2016-07-27,3.2479,3.1449,3.2616,3.1037,-2.9661,20684532,1.4129,23.1896,1.1235
2016-07-28,3.138,3.1518,3.1586,3.1243,0.2183,10564118,0.7216,23.2402,1.126
2016-07-29,3.1518,3.138,3.1586,3.1243,-0.4357,10226600,0.6985,23.1389,1.1211
2016-08-01,3.1312,3.1723,3.1723,3.0694,1.0941,19123697,1.3063,23.3921,1.1333
2016-08-02,3.1586,3.1861,3.1861,3.138,0.4329,22589351,1.543,23.4934,1.1382
2016-08-03,3.1655,3.3371,3.4058,3.1586,4.7414,62667992,4.2807,24.6073,1.1922
2016-08-04,3.3097,3.3097,3.3303,3.2822,-0.823,28808920,1.9679,24.4047,1.1824
2016-08-05,3.3097,3.3165,3.3646,3.3028,0.2075,26687368,1.8229,24.4554,1.1848
2016-08-08,3.3234,3.3165,3.3371,3.2685,0.0,23009371,1.5717,24.4554,1.1848
2016-08-09,3.3097,3.3028,3.3165,3.2822,-0.4141,19900950,1.3594,24.3541,1.1799
2016-08-10,3.3028,3.2753,3.3097,3.2685,-0.8316,21753468,1.4859,24.1516,1.1701
