date,open,close,high,low,change_pct,volume,turnover_rate,pe,pb
2020-12-02,41.1753,37.7931,42.6459,36.1362,69.5996,52437389,76.6045,-43.6412,16.8255
2020-12-03,36.3519,36.5676,40.3224,35.3029,-3.2425,31223523,45.6137,-42.2262,16.2799
2020-12-04,35.8715,33.1461,35.8814,32.9501,-9.3566,22991536,33.5878,-38.2752,14.7567
2020-12-07,32.3128,32.9893,34.4206,31.8717,-0.4732,13090502,19.1236,-38.0941,14.6868
2020-12-08,33.1461,31.5481,33.1461,31.4305,-4.3685,9738118,14.2262,-36.43,14.0452
2020-12-09,31.6756,29.9501,31.8324,29.9501,-5.0653,9437330,13.7868,-34.5847,13.3338
2020-12-10,29.6952,30.0972,31.0383,29.4109,0.491,8083815,11.8094,-34.7545,13.3993
2020-12-11,29.9011,31.254,31.5775,29.0482,3.8436,10089146,14.739,-36.0903,13.9143
2020-12-14,31.058,31.0187,31.9403,30.8423,-0.7528,4971803,7.2632,-35.8186,13.8095
2020-12-15,30.6854,32.2442,32.4893,30.3913,3.9507,8820847,12.8862,-37.2337,14.3551
2020-12-16,31.8815,31.5775,32.2442,30.9893,-2.0675,4780052,6.9831,-36.4639,14.0583
2020-12-17,31.8422,33.9108,34.6755,31.8422,7.389,12586532,18.3873,-39.1582,15.0971
2020-12-18,33.6363,33.9108,34.5873,32.6756,0.0,5622613,8.2139,-39.1582,15.0971
2020-12-21,33.8716,32.5873,33.8716,32.0481,-3.9029,6117300,8.9366,-37.63,14.5079
2020-12-22,32.4991,31.2736,33.1853,31.058,-4.0313,5239097,7.6537,-36.113,13.923
2020-12-23,31.3619,30.1658,31.3619,30.0482,-3.5423,5300608,7.7435,-34.8337,13.4298
2020-12-24,30.1658,28.9306,30.8423,28.7737,-4.0949,5279398,7.7125,-33.4073,12.8799
2020-12-25,28.7051,29.607,30.0678,28.7051,2.3382,2400480,3.5068,-34.1885,13.181
2020-12-28,29.656,28.2345,29.9403,28.0384,-4.6358,3448631,5.038,-32.6036,12.57
2020-12-29,28.2835,26.7345,28.6168,26.6169,-5.3125,5527961,8.0757,-30.8715,11.9022
2020-12-30,27.1561,27.2149,28.2051,26.4306,1.7968,3047577,4.4521,-31.4262,12.1161
2020-12-31,27.4698,27.9208,28.2345,27.1953,2.5937,2646164,3.8657,-41.2733,4.453
2021-01-04,28.1169,27.8718,28.4894,27.0679,-0.1756,3346649,4.889,-41.2009,4.4452
2021-01-05,27.8228,29.7639,29.9796,27.8228,6.7886,4713197,6.8854,-43.9979,4.747
2021-01-06,30.009,29.2051,30.1658,28.7345,-1.8775,3134171,4.5786,-43.1718,4.6578
2021-01-07,29.4011,27.8326,29.4011,27.3326,-4.6996,4344621,6.3469,-41.1429,4.4389
2021-01-08,27.8228,27.1757,27.8228,26.9208,-2.36,2546990,3.7208,-40.172,4.3342
2021-01-11,27.5483,27.6757,28.5874,27.2149,1.8398,2299648,3.3595,-40.911,4.4139
2021-01-12,27.9306,27.1561,27.9306,26.9208,-1.8774,2388005,3.4886,-40.143,4.3311
2021-01-13,27.0581,24.2836,27.0581,24.0189,-10.5776,5994236,8.7568,-35.8968,3.8729
2021-01-14,24.0287,25.3816,26.0875,23.3621,4.5216,3980103,5.8144,-37.5199,4.0481
