date,open,close,high,low,change_pct,volume,turnover_rate,pe,pb
2016-01-04,6.6505,5.999,6.6573,5.9922,-9.8879,22495223,1.5649,19.5746,1.6142
2016-01-05,5.8022,5.9854,6.1619,5.7004,-0.2262,29709493,2.0667,19.5303,1.6105
2016-01-06,6.0261,6.1347,6.1551,6.0126,2.4943,18491312,1.2863,20.0175,1.6507
2016-01-07,6.0669,5.5511,6.0736,5.5375,-9.5133,5040900,0.3507,18.1132,1.4937
2016-01-08,5.7411,5.6529,5.8226,5.3204,1.8337,28301418,1.9688,18.4453,1.5211
2016-01-11,5.5647,5.1779,5.5918,5.1032,-8.4034,27482696,1.9118,16.8953,1.3932
2016-01-12,5.2118,5.2254,5.3068,5.1032,0.9174,16186576,1.126,17.0503,1.406
2016-01-13,5.2729,5.0693,5.3136,5.0693,-2.987,13641603,0.949,16.541,1.364
2016-01-14,4.9879,5.2186,5.2254,4.9403,2.9451,14857912,1.0336,17.0282,1.4042
2016-01-15,5.2322,5.0761,5.3475,5.0557,-2.7308,18897981,1.3146,16.5631,1.3658
2016-01-18,4.9946,5.1168,5.1779,4.9539,0.8021,11041372,0.7681,16.696,1.3768
2016-01-19,5.0964,5.3272,5.3611,5.0761,4.1114,17725326,1.233,17.3824,1.4334
2016-01-20,5.3136,5.3339,5.395,5.1914,0.1274,21314524,1.4827,17.4046,1.4352
2016-01-21,5.2118,5.0896,5.3272,5.0896,-4.5802,17310157,1.2042,16.6074,1.3695
2016-01-22,5.1236,5.1168,5.2118,5.0082,0.5333,11992547,0.8342,16.696,1.3768
2016-01-25,5.1371,5.1168,5.1914,5.0896,0.0,9797351,0.6815,16.696,1.3768
2016-01-26,5.0829,4.6146,5.0829,4.6078,-9.8143,21996624,1.5302,15.0574,1.2417
2016-01-27,4.6214,4.4314,4.6893,4.2142,-3.9706,21520982,1.4971,14.4595,1.1924
2016-01-28,4.3703,4.2617,4.4653,4.2007,-3.8285,12600429,0.8765,13.906,1.1467
2016-01-29,4.2278,4.3907,4.4314,4.2074,3.0255,15016270,1.0446,14.3267,1.1814
2016-02-01,4.3975,4.3228,4.3975,4.2685,-1.5456,10602562,0.7376,14.1052,1.1632
2016-02-02,4.3024,4.4517,4.4789,4.3024,2.9827,11072037,0.7702,14.526,1.1979
2016-02-03,4.411,4.5875,4.6214,4.3364,3.0488,14836225,1.0321,14.9688,1.2344
2016-02-04,4.601,4.696,4.7232,4.5671,2.3669,14313331,0.9957,15.3231,1.2636
2016-02-05,4.7028,4.6553,4.73,4.6282,-0.8671,8421125,0.5858,15.1903,1.2526
2016-02-15,4.4925,4.5739,4.6078,4.4178,-1.7493,7684927,0.5346,14.9245,1.2307
2016-02-16,4.601,4.7503,4.7707,4.601,3.8576,15448369,1.0747,15.5003,1.2782
2016-02-17,4.7503,4.8386,4.8928,4.696,1.8571,17410123,1.2111,15.7881,1.3019
2016-02-18,4.8928,4.825,4.9471,4.7503,-0.2805,18247927,1.2694,15.7438,1.2983
2016-02-19,4.825,4.8725,4.9539,4.7911,0.9845,16844023,1.1717,15.8988,1.3111
2016-02-22,4.9403,4.9743,5.0557,4.8928,2.0891,17392161,1.2099,16.231,1.3385
2016-02-23,4.9811,4.8589,4.9811,4.7911,-2.3192,16200096,1.1269,15.8546,1.3074
2016-02-24,4.8521,4.9403,4.9539,4.8182,1.676,15922704,1.1076,16.1203,1.3293
2016-02-25,4.8861,4.5468,5.015,4.4925,-7.967,25975715,0.6552,14.836,1.2234
2016-02-26,4.6078,4.6078,4.6689,4.506,1.3433,14605005,0.3684,15.0353,1.2399
2016-02-29,4.6078,4.3703,4.6418,4.2549,-5.1546,15822860,0.3991,14.2602,1.1759
2016-03-01,4.445,4.4585,4.506,4.3432,2.0186,13177147,0.3324,14.5481,1.1997
2016-03-02,4.445,4.6893,4.7096,4.4382,5.175,18268776,0.4608,15.301,1.2618
2016-03-03,4.696,4.7368,4.8318,4.6621,1.013,21157531,0.5337,15.456,1.2745
2016-03-04,4.6893,4.7843,4.92,4.6893,1.0029,31600206,0.7971,15.611,1.2873
